ROM Checksum	RA Checksum	Filename
5f1433a1040b9b1ecae84904c14f006c	33a3aca569c0c7c439126ecad0babdd6	HandyAudition(3).lnx
076e5ff22da6c1e8ea6968c940ea599d	498fe48c1397e889bd2a899ed3c58c5f	HandyAudition(4).lnx
c3fb29948907c4d4726c01e8a7418a80	b5245bc404155977416fa2babde13ee7	HandyAudition.lnx
c265f0de8c5bd77db8f9cf5a1f7ab68f	c265f0de8c5bd77db8f9cf5a1f7ab68f	hard drivin' (euro, usa).lyx
6d4165d6dbd54cef52f5c917922f37bf	688f0b710769e1e71acd584d0bbd6554	headache.lnx
bf540de99cee8ab1aebc8c43199d5b12	b547946b6f471578f2beb6701060c71b	Hello World.lnx
a08b8070ad613bdb2637162b3bf39574	a08b8070ad613bdb2637162b3bf39574	hockey (euro, usa).lyx
0441a95f8bf107df3d9aec58cac84ee6	4737efac1300ae212fe7d474c58df531	hunting.lnx
76a48869c14fbcf85588001a1327253d	76a48869c14fbcf85588001a1327253d	hydra (euro, usa).lyx
22950a7163d16693894dfd57f1c4d3dc	22950a7163d16693894dfd57f1c4d3dc	IRQ_TEST.o
addc6c0ae7b535839815b8e7f7fd0f11	addc6c0ae7b535839815b8e7f7fd0f11	ishido - the way of stones (euro, usa).lyx
db958b386e9b3383bf2dd49e0ae496c8	db958b386e9b3383bf2dd49e0ae496c8	jellybeans (2005-08-24).o
087e6ed018ad0573bd7ce3a91d34f2c9	087e6ed018ad0573bd7ce3a91d34f2c9	jimmy connors' tennis (euro, usa).lyx
440462507cf5cffaa8d3d3a66f01ac6a	440462507cf5cffaa8d3d3a66f01ac6a	joust (euro, usa).lyx
b34d0b0fa52b9aa2bf9d9615f24337ce	b34d0b0fa52b9aa2bf9d9615f24337ce	jp_roms_avion.o
bac51407234bb9fb2b25c60b8ccfa45b	bac51407234bb9fb2b25c60b8ccfa45b	jp_roms_boule a facettes.o
cf78e0b39e1627e619ddcec2e0c99a73	cf78e0b39e1627e619ddcec2e0c99a73	jp_roms_cameleon.o
f3ed3c99e0b2c3f00c069782817b177e	f3ed3c99e0b2c3f00c069782817b177e	jp_roms_chaumiere.o
f931fd271b048973093b38c4274ca698	f931fd271b048973093b38c4274ca698	jp_roms_cheval.o
53af285060da50700a98d170c46d95bd	53af285060da50700a98d170c46d95bd	jp_roms_dauphin.o
96927e93d64d0cae3928db85c9f51cc3	96927e93d64d0cae3928db85c9f51cc3	jp_roms_des.o
05ddecaa8ebb48290c4be36cec24e799	05ddecaa8ebb48290c4be36cec24e799	jp_roms_diapo.o
5899b85e8bd50bbfcf49bb3a93f35014	5899b85e8bd50bbfcf49bb3a93f35014	jp_roms_dino.o
e572374ee26b8ecf6416fc8fa79a27cd	e572374ee26b8ecf6416fc8fa79a27cd	jp_roms_dragon.o
fda069868628742185ae695bf61147ac	fda069868628742185ae695bf61147ac	jp_roms_fesse.o
cdde060113dac374b3111c32e07075c8	cdde060113dac374b3111c32e07075c8	jp_roms_hamster.o
56c4ba8d6bbb7afcd83d10e790e49a19	56c4ba8d6bbb7afcd83d10e790e49a19	jp_roms_homme qui court.o
f454e3eb7a1bf47943dd93a26d1287e7	f454e3eb7a1bf47943dd93a26d1287e7	jp_roms_lac.o
1fa1682ce4c543835c1d5700e12d24f0	1fa1682ce4c543835c1d5700e12d24f0	jp_roms_lion.o
eadbb54882c162d4885ca3f5318ca7d5	eadbb54882c162d4885ca3f5318ca7d5	jp_roms_lune.o
9d1e670498af9346c907c43490b19173	9d1e670498af9346c907c43490b19173	jp_roms_lunette.o
32fecf6016b6144e28a96a03d4b68c6f	32fecf6016b6144e28a96a03d4b68c6f	jp_roms_manga.o
24d377930fec55e77d13dcee76c3bf57	24d377930fec55e77d13dcee76c3bf57	jp_roms_matrix.o
6d32cc4f7e5580bbf883f8be3c588544	6d32cc4f7e5580bbf883f8be3c588544	jp_roms_montagne.o
0e05c3a521007ec54a82821cd5ce9f28	0e05c3a521007ec54a82821cd5ce9f28	jp_roms_mouton.o
50e424596d48bb9cdb9ed0ee4ef06233	50e424596d48bb9cdb9ed0ee4ef06233	jp_roms_oie.o
a4a4c8e603208d54c8585183625f41ff	a4a4c8e603208d54c8585183625f41ff	jp_roms_old mickey.o
f67024d4c3e15d91e8ff02ac9e57ca46	f67024d4c3e15d91e8ff02ac9e57ca46	jp_roms_pere noel.o
dee2c87d0583a04da1e6fa196ffa7d6c	dee2c87d0583a04da1e6fa196ffa7d6c	jp_roms_reussite.o
69b924271a0e41042ee0d1e279926e51	69b924271a0e41042ee0d1e279926e51	jp_roms_san diego.o
ce46e331025398dbd5e89d3786d8c519	ce46e331025398dbd5e89d3786d8c519	jp_roms_sexy.o
b9f5c566f22185b67d5d7f1a6103b252	b9f5c566f22185b67d5d7f1a6103b252	jp_roms_soustif.o
49b354264b62640e8d9703baa103eaf0	49b354264b62640e8d9703baa103eaf0	jp_roms_spirale.o
854532522f3b10ffdd9d81e40b0f75cc	854532522f3b10ffdd9d81e40b0f75cc	jp_roms_test.o
fa1f0421960d106807181f36d46de366	fa1f0421960d106807181f36d46de366	jp_roms_tunel.o
8e663ab69e90c7ecf6fc937f85c3d2ff	8e663ab69e90c7ecf6fc937f85c3d2ff	jp_roms_walking.o
805eb03d2f5409c08dc94a8e2a6c5afe	805eb03d2f5409c08dc94a8e2a6c5afe	jp_roms_zombie.o
977760ecce5d1ac6b8c04433568c2ab7	977760ecce5d1ac6b8c04433568c2ab7	JumTro #1 by Jum High '98 (PD).o
207c8cb506772635dbc5152e70f8f157	47c67078d55633abd1a73097acb9de78	junglejackbeta1.lnx
9c959239cbf0643c8a45b5329309be1d	9c959239cbf0643c8a45b5329309be1d	Karateboy minidemo.o
dbf59686600409ed0cc43c09e7130915	9a69d304b5698d11653c8e9d653eba69	Karateboy.lnx
0b012786406e1df07eb3d0599de03023	ab7b276f754f282b4b09f7999611a9b9	KeeWee.lnx
46d9daf9ee9e51f7a6636dc83f9578de	46d9daf9ee9e51f7a6636dc83f9578de	kimura_pal_8_83.o
f89a607ff520628ceb4787a23540af5a	701f44094776a902c1b3abb39581abd0	Kistens Shieben v0.2.lnx
f96a0ddcc72c971226e8fdfd95607c88	f96a0ddcc72c971226e8fdfd95607c88	klax (euro, usa).lyx
d04286a2d286a126c4082ced21d80917	57043e8e79588c067118a4d5f307cd76	Klax (USA, Europe) (Beta).lnx
23024a5f5ab9044ae0e6e4b64d93dc8a	1f965ed312ed6f78fe99f7b26451ccbb	klondike 2008-11-11.lnx
650a1503ff0f712584bd4553631868f2	41248c85d481218ac130c9f9045e143f	klondike 2008-11-27.lnx
85f0417d2f640287df925ce5618749a3	85f0417d2f640287df925ce5618749a3	knight (2005)(Cooper).o
d5a871994a7e88432ff7c52fc759f3d5	d5a871994a7e88432ff7c52fc759f3d5	Knightmare minidemo.o
8b6afdb9c15ddde2c958d9cb98d879d9	cc6271e367e01ac3cbd783af1bf8cd1f	Knightmare.lnx
7e82db12a5749ab983e2f3c8bf4c0f6e	7e82db12a5749ab983e2f3c8bf4c0f6e	KRAZY ACE MINIATUR GOLF.lyx
e5e42190918847b8c6056e78316ee91d	e5e42190918847b8c6056e78316ee91d	kung food (euro, usa).lyx
26cecbb4369a019ab59a5a46c514216d	26cecbb4369a019ab59a5a46c514216d	La marche de l alien.o
64150bcca7d0162073248b4ab68940f9	eddfaa5bbfe773c496ba9929f245fb64	lasttrain.lnx
3cae85572df3b43f0220326bf4bb3c8b	3cae85572df3b43f0220326bf4bb3c8b	lemmings (euro, usa).lyx
e7a2fa1625b632aa90fb6d055335f441	b6efa2b0cdedd7f378d5b4af885bdee7	Lemmings Fireworks.lnx
5194cd1e783cd66531e2078c91e9be21	7e6ced6ec568e498cdcc5c0dc77b5c5b	Lemmings Happy New Year.lnx
4f2746045bf14e390246dac6f86e2fe9	613f470cc57af09dad8d6fca1b123329	Lemmings Pillar.lnx
4b614c412177ae2d400fbdc347ea1d9f	75578db1144894d3a67f2d1cea9c0f84	Lemmings The Corrosion.lnx
47f202b754acdc2297b4f3c398809b25	3617213b41b90c4084e425e9d3c41842	Lemmings The Corrosion2.lnx
77c22c6fe75888244b0a5a6203193fc2	a90dd1921e674a1e6af0a5b65a66a815	levi the lynx.lnx
7ee41edaef283459c9df93366c5da267	7ee41edaef283459c9df93366c5da267	LEXIS.lyx
957f29fe3fb3ab0d2894d27171a514ae	957f29fe3fb3ab0d2894d27171a514ae	limny.o
e05cf85553616c5767d3256584d1f256	e05cf85553616c5767d3256584d1f256	lnd.o
8e005597275d54eff688dd92dd24b1d3	d79776c6d1e3d85c5d34c6093f669793	Lode Runner (1983)(Broderbund Software).lnx
e132d5bb84da89ed465be60981f4455b	5f567399e33517776ffd24c387c9f8c7	Lode Runner (LR) (2012.09.11 23.33).lnx
dff5f2bd4fe0d21138eb6bab3a29e9bd	dff5f2bd4fe0d21138eb6bab3a29e9bd	LODERUNNER (BETA).lyx
00cf7d926e0452d1e5ea7198cbec21e4	00cf7d926e0452d1e5ea7198cbec21e4	LOGON.o
f565e0522acadb0bbb7c650137525291	03dd631851a4e456c5a101d48fc884a6	looongway.lnx
8399c8fba48ba1a4389a96e75838dc49	8399c8fba48ba1a4389a96e75838dc49	LOOPZ BETA V0.06.lyx
3496f9e8b55f85349f688dc28a26c74b	0fc3906ee202d27ed32ab78ddeb5ec06	Luchsenstein 3D (Luchs3d) (2013.05.01 07.56).lnx
52e536f153e49c1db6f29750a498cc42	52e536f153e49c1db6f29750a498cc42	Lunar (2004) by Fadest (PD).o
ffa4abab925d3981b777746e919d6e33	a042cdfa31cfecdeb5867d7288924a59	Lynx Blast v0.4.lnx
963b9d1f5945a0733b99f15acd7d4ca0	a49e6c169954f9566e0d799cdce2bea8	Lynx Cart Demo 1.1.lnx
05d28ab0e92b19147e7f5ea88c6efb6d	05d28ab0e92b19147e7f5ea88c6efb6d	lynx casino (euro, usa).lyx
5d8fdfb15441cdfb8a1c66c243c486da	5d8fdfb15441cdfb8a1c66c243c486da	Lynx II Production Test Program V0.02 (USA) (Prototype).lyx
74d5a2ac65254134201fd5e576eed548	8254344d5c68d80af01646404f563304	Lynx Music & SFX.lnx
b4fcfea53cd2e3accff00d838b708472	aa4635eb38e48b986c7d11cbf7f3ae05	Lynx Reloaded - Bjoern Spruck 2003.lnx
fdb3e03c633aebfe28afd6347facccf4	fdb3e03c633aebfe28afd6347facccf4	LYNX Talons.rom
f0e0f407a3bf99414100f07998eb13ff	c5ff7067aec63dde8fcf460280f98831	lynxmaze_22.lnx
35cee5047aeb9d38fc13dfeb38e65460	053fcea383a9bcfed867febb3d6fd396	Lynxopoly beta test.o
858547afd7918be5189089b5d5a462f9	35cee5047aeb9d38fc13dfeb38e65460	LynxOps0.1.lnx
e4a3689ecbe40684cddbcd32c07eb31b	102dec2100d903941029fcdb80ed4234	LynxOps0.2.lnx
dfe44cd7031eb594cc9a5291f48f00ab	471e5512f841409ebb05b3c326b28c08	LynxOsaka (Gps) (2007.09.06 15.15).lnx
bb19e28707c58cdc070817f875a4f8d2	5f429a5871a7e074eee0dfa80de3ddcb	LynxOsaka (Gps) (2007.09.06 15.15).lyx
59361ab21eb64072a39402b729b4312e	bb19e28707c58cdc070817f875a4f8d2	LynxOsaka (Gps) (2007.09.06 15.15).o
296ba5b7cfc58990b00aa2426e19d69c	59361ab21eb64072a39402b729b4312e	LynxOsaka.lnx
67106bf81c0845c6c6942652a3b66c86	ca26e2598dc96e3bf4adbd8c541234ab	LynxOsaka2.lnx
7c6da680924b105b28f1aad07f2995b1	ef2c2afa41d825855014a9e8394ccd3a	lynxsketch.lnx
625e78379992277104975e0e2af1089d	e3512b118287061fdc696c9d442f00cb	Lynx-Uploads.lnx
280344c8b073895ecce286d1b9d87d8b	280344c8b073895ecce286d1b9d87d8b	malibu bikini volleyball (euro, usa).lyx
a52aaa9f21989bbe14a3d3a8ea4e5563	98c851c7ed924e1c7123c60e5164819e	Malibu-Debug.lnx
c6cc837114b484dd20167b467dbcd804	222c9b92b5fe4e2c218d25ef78162aca	Maria Brink Vertical Taquin.lnx
194a3eeb876d2b74cc480f4d337d79b3	194a3eeb876d2b74cc480f4d337d79b3	Marlboro Go! (Europe) (Prototype).lyx
d72a35b47d2a57f5f3461b8cabf78ad7	9d89f921458b05ca72bd5115175ba8c0	mascot1.lnx
450156242ec33e6ad5c33a03573245b4	21ab3f376624622e0d6a370b93c5f347	MDTM Vol1.lnx
9d7104a54a58829c3244e75d9c7a51e3	45d447b20ee3d272c0549abca4125c50	MDTM Vol2.lnx
ed04356e4b60ad76b2cdf9a5814b0ed2	ed04356e4b60ad76b2cdf9a5814b0ed2	minimal.o
4436a6d4d228dee7cb74f10799e6e96c	bdf5486f0bab256398097aed4d746f13	mk2.lnx
e7e28ed3ce4412cb69e0dd1383929754	e7e28ed3ce4412cb69e0dd1383929754	MK2.o
96da4e125cb204e0ce7119b07e349a45	96da4e125cb204e0ce7119b07e349a45	MK2v2.o
659bf43075553651235bcdd246f7b38a	659bf43075553651235bcdd246f7b38a	Modtest.lyx
f4fab4848c070016af702108aa1b50ec	f1b3de0b13fbee06b58982564f3e04c9	momotaro boy demo.lnx
a8c1239a13f56355b14d023d6c3b224b	a8c1239a13f56355b14d023d6c3b224b	Moon Patrol (20000821) by Jum Hig (PD).o
8bcc16c4cebd604aa5ee1506b2d1a71a	8bcc16c4cebd604aa5ee1506b2d1a71a	Moon Runner by Jum High (PD).o
192b6b764a3a1c7831e0a785fa4b5453	192b6b764a3a1c7831e0a785fa4b5453	Ms. Pac-Man (USA, Europe).lyx
04d9c262c9dadf08416e680a902912d6	04d9c262c9dadf08416e680a902912d6	multcart.o
0454be32769dc9f5269211eb0c781da4	0454be32769dc9f5269211eb0c781da4	Multi Pong 1k by Bjoern Spruck.o
c451cea23290601d7f93cbc2225acdc9	c451cea23290601d7f93cbc2225acdc9	MultiPong1k1Player.o
f46b77e94226b55007d27235937c7e86	f46b77e94226b55007d27235937c7e86	MultiPong1k2Players.o
392f3d744b839a381d58ad5300c6b6a7	392f3d744b839a381d58ad5300c6b6a7	music1.o
276b9be28571189912f05d321fcb04ef	276b9be28571189912f05d321fcb04ef	nfl football (euro, usa).lyx
7ec4063eb6c7c74600d6a16fb3a3bdbd	7ec4063eb6c7c74600d6a16fb3a3bdbd	ninja gaiden (euro, usa).lyx
c9ed2a3bdefd6d5fdf67302d87b5cfb2	c9ed2a3bdefd6d5fdf67302d87b5cfb2	ninja gaiden iii - the ancient ship of doom (euro, usa).lyx
d54af8bc00a1a8c1f591ba1391230bf9	449952083f84a814b20a728b88faa920	Nippon Ryoko 2011.lnx
4e12c6afdbab31a1c738aa95eb06e83c	fc8d5dfaccdf578ede88bc2dbbd193f0	no game demo (Uber-Rom).lnx
171ff6c046799e11b058745aab13c3df	32ccf99547240424124f98b3baec6c30	Nordlicht_2016_Desire_Lynxed_oldschool_demo_compo.lnx
c3a16eb1f52ad5e4534d532c195e9efc	4a1bcd1a6a61f027e91c79064fd8bc4e	Novel.lnx
e37919528fd5cb068edb0c5268f27ce8	44ed82348bf43bb59ca245f84a26b35e	nyan.lnx
bf86f2e1b287907db6bb94906ce87d72	9d0999c7dc4ee052016246b3e01af2b0	orgna012.lnx
917f10900a1b06ec0f3a284761af34f6	67a14ce0d5fc5fbca4e0a3662644e5ee	othello.lnx
b8fc04127e69bc4b077bb1956e9eb79a	b8fc04127e69bc4b077bb1956e9eb79a	othello.lyx
d92d327e7533f83439ae766fbe52772c	d92d327e7533f83439ae766fbe52772c	othello.o
e029f0a95dcfe38ec0314b71b8ec004b	e029f0a95dcfe38ec0314b71b8ec004b	Ottelo.o
5287a29e406dbf1b749da43cd5d1a79e	f0707d8cadda96ae46a0cba3802b48f5	Ouragan.demo.lnx
9469c96321b7ce67f7fd30866ec5e798	2bb50db599dc398097cee1444c067bba	Ouragan.demo.plus.lnx
0a14754b351b4f11a1359e252b8eb992	0a14754b351b4f11a1359e252b8eb992	pac-land (euro, usa).lyx
1b467d6b53675c33452a6c43d2ef978e	f3d514af41b3c0e9958719ef9f3d382a	palette [a].lnx
4c80a2351480b20fd6bc14fe9e38c83b	32748371ae131a1bcd3c1a48117ee8cf	palette.lnx
1b95a9c041bb4aaf3914e24e9d5e10d9	1b95a9c041bb4aaf3914e24e9d5e10d9	pamela.o
2a59d2ca6d6f07bc2791bf349e2778ee	2a59d2ca6d6f07bc2791bf349e2778ee	Paperboy (USA, Europe).lyx
5702abb96f370cf720529eae5b08d264	5702abb96f370cf720529eae5b08d264	Paraply minidemo.o
6aea0005f54b540db5a42b6fd5f9adda	287af94c8ae67d7ba559fa13ec01d80d	partym.lnx
1b0203b5a25d335eeb3570134d82ebfc	e09c2b7b7d7a487a35a15489a697130d	patw.lnx
c52c8dbec033feed9f0470f09e4b7760	461f07eb2086fc41b5b415fc2ff88752	pbguyL1.lnx
e9c68e17bb5d6e06b07331f10f197379	2824634d54f82c26dbc6db5d0d4c497d	PegSolitaire1.0.lnx
ea4c1938b5b4788625af73b88cd7ccc9	2c3e85573e33874e7e0b7a6f112f94c4	PegSolitaire1.1.lnx
37520049ac6bdaa415b2607656bb97fc	35b3be0653fedbf27acbcc481f2a9ba8	PegSolitaire1.3.lnx
52858d7600195911b77237eab410c9e6	f6a6e910f76efab64520dde52b801a4b	Pegsolitaire512.lnx
05ec334fbf7d474054d8af5b72cd3820	3b8bf8e9fb77565dabb2cff54ef67f42	Pegsolitaire512cart.lnx
1cf84cca323b1487e00ea3c54d75998b	7c321d08fe97b1b2fa32d93aa596c89f	PegSolitaireV1.4.lnx
7c6af13165e1734bdf6f075ea5c231b0	7f62e154424fb48ebd322abad0da68e7	PegSolitaireV1.4a.lnx
225ba0ea24f32c74ddd3e05508274f4c	b7c4dcf4949d40d1e4a1533b746c088d	PegSolitaireV1.4b.lnx
facdf50d1bda1acf0800c46652a4414a	17fa2ca01be6452890a8bf9aab004d61	peugeot.lnx
874e7d56f0f19fe226abc39816e4a951	740899d92e3ed627f686c7a953c75051	picture.lnx
29a248fbc87f477b49587581e29c1dc7	29a248fbc87f477b49587581e29c1dc7	pinball jam (euro, usa).lyx
5565889a9a8817f99ec6dda322a70877	5565889a9a8817f99ec6dda322a70877	pit fighter - the ultimate competition (euro, usa).lyx
ca2bc490aaabd82d91e0f24567a39e95	ca2bc490aaabd82d91e0f24567a39e95	Poker Game (2005-04-10).o
8a7fc5f2c2afd205aa1edad6f9bc7210	8a7fc5f2c2afd205aa1edad6f9bc7210	Poker Game (2005-06-20).o
836a13cb5fe90dee942c90f813cdaa70	836a13cb5fe90dee942c90f813cdaa70	Poker Game (2005-07-10).o
9334e4a8c59c0757eaa6662b1a9d8788	c3939c20c5bed77371fdce47d850f291	Poker Game 256 (2005-04-10).lnx
e1bb5ab98fc7102db4b657312af27a1e	6dff4cc08dbb1b226e4494f868c1462d	Poker Game 256 (2005-06-20).lnx
98089212ee61037e9fc000c3de5433da	0032a257437725dc61b030330905cf8e	Poker Game 256 (2005-07-10).lnx
e33c3b93b7f88196189d33fe762776e7	2e4cf78b9b190b5b09f354487074064a	Poker Game 512 (2005-06-20).lnx
c14145bde4b7d8a69579e1d4e4a94d95	a0442ecfb4513cace66921cdbdf98507	Poker Game 512 (2005-07-10).lnx
cb0a88e4465d26a41509e9733195b98c	cb0a88e4465d26a41509e9733195b98c	poker_.o
70056601fba05d439f9f570729f2f975	9d26a4d7241374222b051bad93b4021a	polytest.bin.o
9d26a4d7241374222b051bad93b4021a	70056601fba05d439f9f570729f2f975	polytest.bin_original.o
8117872c338fa434fc1b9e1de206ecc5	a27972623937b0a160a60efccdd0fe50	pong (2013)(Karri).lnx
d9897fcc4f0b092c70312b1e856c1d0b	d9897fcc4f0b092c70312b1e856c1d0b	Pong 4 Fun v0.20.o
eab3cf7c0420d4fb1533a66d0e4d8363	2ecf91f289e18b09704d6051fd214a4a	Pong.lnx
751d1d00cc766ad47ba7b334d1a2c398	20df36e492137606571024036a9714aa	Pong00.lnx
a33b99b8899fa11144d44460cb92ee7f	8d3094f1bd699ceffa9cecb020b8c022	Pong01.lnx
4d756a77cf3eab0223dbcbb2c8181bf8	f9131a14b3b7cdf13d7eed17ee2e491c	Pong02.lnx
b1babee20f5d3395d5157a67f5b9e8fb	3e45c9e68ae993f882fc0e3385eaca27	Pong03.lnx
a7e8dd65c5eed08dcb3fd92a0ad79df2	a7e8dd65c5eed08dcb3fd92a0ad79df2	Popcorn.o
b29414b8c81cc9ef28ef2f7a09d6d876	b29414b8c81cc9ef28ef2f7a09d6d876	power factor (euro, usa).lyx
18d46a8772937f417ffb7a3a966677e7	18d46a8772937f417ffb7a3a966677e7	projet.o
e41894fcd649286037bc1f5b22ec395a	e41894fcd649286037bc1f5b22ec395a	promotion btm 2011 philippe haouli.o
5e0b13c9f37aaef9c0d4ff881a39e836	5e0b13c9f37aaef9c0d4ff881a39e836	PUSH 02-2007.o
a5e1c575feec80ba0946f26dac2f36a6	a5e1c575feec80ba0946f26dac2f36a6	push.o
203c65c737495060ce410ea2df0e863d	203c65c737495060ce410ea2df0e863d	Puyo Puyo 2 (PD).o
00d3ecea7d8ee4c14078d8309b9bb587	00d3ecea7d8ee4c14078d8309b9bb587	puyo.o
12e1eb0900402ef6de8b72dda5d22f47	12e1eb0900402ef6de8b72dda5d22f47	qix (euro, usa).lyx
e3869fe2b3eabdbf137fa4f8738315c2	e3869fe2b3eabdbf137fa4f8738315c2	quartest.bin.o
abfd6ae93c31e8f59aa934ad922cb4dd	abfd6ae93c31e8f59aa934ad922cb4dd	RAIDEN - RELEASE 3 - CES VERSION.lyx
e0cb426257761c3688a866332ed48340	e0cb426257761c3688a866332ed48340	rampage (euro, usa).lyx
d8045ed542d5e58c779c884e0930e16c	d8045ed542d5e58c779c884e0930e16c	rampart (euro, usa).lyx
ab5efd600313da42fa079207bb6be8ba	dee396f4d7cf169b1d1f6f70957dcacf	rapide_racer.lnx
981ffd7a09c1c32e3013fbbe2ec30764	981ffd7a09c1c32e3013fbbe2ec30764	rapide_racer.lyx
e1d8b907ca47a48d662c35cade350592	e1d8b907ca47a48d662c35cade350592	rapide_racer.o
53d3253805facf3f09be6c4c6c406099	53d3253805facf3f09be6c4c6c406099	Red square_v1.0.o
bfbbbacb017be04d4b460903785c1bc6	bfbbbacb017be04d4b460903785c1bc6	Red square_v1.1.o
d01e3e9c571659a8bd9b1431d25f65c6	d01e3e9c571659a8bd9b1431d25f65c6	REPLAYER08.o
0b64b6fb0ad21ef81a8fa7104ed44326	351080e5e89f2812da803a5c4593e1af	Return of the Space Coyote, The (20060624) (PD).lnx
123ff114975c7d95c7e2b7823e2ef15c	123ff114975c7d95c7e2b7823e2ef15c	rgc2010 promotion (philippe H).o
032bc7df2209743baae940e7f0225e94	702e4d515d9f33698407b118c4cd373f	Road Riot (another different).lnx
9222e42a160924dee0c87a67fdbc48d0	9222e42a160924dee0c87a67fdbc48d0	ROAD RIOT 4WD.lyx
0e40709821406f034b3386499c396367	8e0680d9d484749297bd7f4cfd5b7354	Road riot(different).lnx
39617ebb81f3c1df27354c18571bd6c3	39617ebb81f3c1df27354c18571bd6c3	roadblasters (euro, usa).lyx
629033796ecd5c0cd8b09055b880ea94	fbf4edc51efa2708d65420f67d44a1ff	roadseg(3).lnx
fee91e38bb2b0ae446d1116afab3d1a8	030d0dd611c0a353d121c270f0006b4b	roadseg(4).lnx
78a7a52d4337a4cb45df082a00bfb978	7b05c434a90abd2d3b148d70bd835742	roadseg.lnx
2380023c06767db2250599f00068556c	a9686ae818a3b77d6b55000678c54d3d	Robby2LNX20130831 [LNX].lnx
4fe221889e6333d9eb24edcd38db3664	4fe221889e6333d9eb24edcd38db3664	Robby2LNX20130831.o
030ed059f8c684e6239eceefd4a404ce	dfd110812d81a749df1bfc023f712948	RobbyLNX20130826.lnx
4e29c3bb80e0b5cca205391cc9caea2b	4e29c3bb80e0b5cca205391cc9caea2b	RobbyLNX20130826.lyx
4f8115283e5a8f3c2ed6235e11f09a56	4f8115283e5a8f3c2ed6235e11f09a56	RobbyLNX20130826.o
f9faa45e3c35e505249c3f9df801737b	f9faa45e3c35e505249c3f9df801737b	Robo-Squash (USA, Europe).lnx
60c1dfbf112bbb2a49cf16eddb191842	60c1dfbf112bbb2a49cf16eddb191842	robotron 2084 (euro, usa).lyx
90e8476f0f7395af637f54a10bf40158	90e8476f0f7395af637f54a10bf40158	rom for competition.o
8c2b42b00e3f3f4602cd86feccf08d8f	e69c62d3352f9498e2e6ae808024f2bc	rom20030915.lnx
d49415bc5da2b53b28733cf3bcaf4951	d49415bc5da2b53b28733cf3bcaf4951	rom20030930.lnx
3af132366d4d80f505852bec09a5d641	3af132366d4d80f505852bec09a5d641	rottest0.bin.o
ff6fff314446ab70dfecb21e2de4a2f6	ff6fff314446ab70dfecb21e2de4a2f6	rygar - legendary warrior (euro, usa).lyx
490f8063bbb299070c4aceab64195088	490f8063bbb299070c4aceab64195088	s.t.u.n. runner (euro, usa).lyx
c1a4400619c6b1d65140c2a964675c3e	fe87acc5c4f42be945f4c89e3fc58ad0	Sadistic.lnx
0b5122102259967fdc15df4008b56fac	0b5122102259967fdc15df4008b56fac	Safe Use Of Suzy's Math (Game) (2012.03.17 19.47).o
7e974a1378e3206b68a224bc34d1c580	7e974a1378e3206b68a224bc34d1c580	Safe Use Of Suzy's Math (Game) (2012.03.23 00.55).o
0cf228912d2f8eeb29aa215abf416f6d	0cf228912d2f8eeb29aa215abf416f6d	scrapyard dog (euro, usa).lyx
92d22bc3c924069b5bcf4f248e0266f4	6f0f3126600746c816d4140d9c9fb84e	scrolldemo_01 [LNX].lnx
1e80fac4e49f274c0b37ff8f2c101e56	1e80fac4e49f274c0b37ff8f2c101e56	scrolldemo_01.o
02ad897f1809bd9a030107846bc79ac8	e29834042f2a8ccad69dbf539db619ce	scrolldemo_02.lnx
4511af4430e4cec97e5a35192c2908b4	4511af4430e4cec97e5a35192c2908b4	scrollmap.o
e05aa29ca9fc4a281862e374dbe51681	e05aa29ca9fc4a281862e374dbe51681	seastars_pal_8_83.o
29153c1301b94477011b717686f73a84	29153c1301b94477011b717686f73a84	second.o
e940f77f7db77785b1fb803357fe4360	20f8561bbee1dced6ba97731da8844c5	sfx_test_cart.lnx
f92d57198ef2da30dba63bdd7c15ff83	f92d57198ef2da30dba63bdd7c15ff83	shadow of the beast (euro, usa).lyx
dd62b92b4abbbb542889695fdd1fba92	397f48aacfcc5dd99586b67c9f4a2766	Shaken Not Stirred (128kb) (2014.03.14).lnx
4f719e25edd8f1ed7dc092b8bb868e9f	60b2263f5169bed87f047579a1a0943e	Shaken Not Stirred (128kb) (2014.03.15).lnx
972aa46732969920c787f09a5606cf5e	0c4bfe4b6297ac924d52ff569677a18b	Shaken Not Stirred (128kb) (2014.03.30).lnx
210c7d71ea37535ada7de3bc0a752cbd	fc0cf2c3dec28cf56e5b4d554fe591ba	Shaken Not Stirred (256kb) (2014.03.12).lnx
6b64efa65511cc7e49341e9e0e65ddb3	75f674c6bafcab097669d4e9cb9b6558	Shaken Not Stirred (256kb) (2014.03.13).lnx
a237140291a8210dfbde31022328b92e	473b7fd3bad7a4173cbe2863215484c5	Shaken Not Stirred (256kb) (2014.03.14).lnx
5550ed01f0629be4a3972ab2c00e8cee	c84ac5aacf2ca0bb12f050fd3e542840	Shaken Not Stirred (256kb) (2014.03.15).lnx
66092df2ffa917e2c7b407da0890a4aa	e0421a85c5dd6697c9c58fa84b7aea1d	Shaken Not Stirred (2014.03.13).lnx
0348dc13d708a69c6033ddb6cd4e0096	c6174228aff4c1bbe8cc7f1d86278710	Shaken Not Stirred (2014.03.15).lnx
